,driver,midrace_pos,high_pos,low_pos,avg_pos,pass_dif,GF_Passes,GF_Passed,quality_passes,quality_pass_pct,fast_lap,top15_laps,top15_lap_pct,laps_led,LL_pct,total_laps,driver_rating,race_num,year,start,finish,laps,pos_dif,finishpoints,DFS,DfsRank
5187,Brad Keselowski,10,1,35,17,-3,319,322,213,66.8,1,98,62.8,0,0.0,156,63.3,26,2021,10,34,156,-24,7,-16.55,37
5188,Kaz Grala,28,5,38,28,7,166,159,0,0.0,5,4,2.6,0,0.0,156,41.4,26,2021,38,36,156,2,5,9.25,30
5189,William Byron,20,1,29,14,-9,263,272,199,75.7,1,112,76.7,12,8.2,146,86.1,26,2021,2,38,146,-36,3,-29.55,40
5190,Michael McDowell,40,16,33,38,21,42,21,0,0.0,5,0,0.0,0,0.0,23,36.1,26,2021,18,40,23,-22,1,-18.75,38
5191,Denny Hamlin,2,1,15,2,0,52,52,35,67.3,43,367,100.0,146,39.8,367,137.0,27,2021,2,1,367,1,45,101.85,2
5192,Ross Chastain,6,1,30,9,19,122,103,52,42.6,18,287,78.2,1,0.3,367,105.0,27,2021,23,3,367,20,41,69.35,3
5193,Kevin Harvick,9,1,23,7,0,107,107,58,54.2,14,350,95.4,20,5.4,367,110.1,27,2021,9,5,367,4,39,54.3,6
5194,Brad Keselowski,13,3,24,14,-2,125,127,47,37.6,4,247,67.3,0,0.0,367,83.7,27,2021,16,7,367,9,37,47.8,9
5195,Chris Buescher,14,3,34,15,8,125,117,29,23.2,2,204,55.6,0,0.0,367,75.3,27,2021,34,9,367,25,35,60.9,4
5196,Cole Custer,21,4,31,20,-15,133,148,16,12.0,1,56,15.3,0,0.0,367,63.9,27,2021,31,11,367,20,32,52.45,7
5197,Daniel Suarez,18,10,34,20,8,139,131,21,15.1,2,85,23.2,0,0.0,367,65.6,27,2021,26,13,367,13,30,43.9,11
5198,Corey LaJoie,19,3,25,13,7,122,115,47,38.5,1,282,76.8,0,0.0,367,77.7,27,2021,25,15,367,10,28,38.45,14
5199,"Ricky Stenhouse, Jr.",12,9,34,18,-5,135,140,31,23.0,3,99,27.0,0,0.0,366,64.7,27,2021,29,17,366,12,26,39.35,13
5200,Chase Briscoe,23,5,34,23,-25,114,139,9,7.9,0,8,2.2,0,0.0,366,54.0,27,2021,24,19,366,5,24,29.0,17
5201,Bubba Wallace,17,10,30,19,-17,108,125,11,10.2,0,41,11.2,0,0.0,366,58.3,27,2021,17,21,366,-4,21,17.0,23
5202,Matt DiBenedetto,28,10,35,23,-1,84,85,4,4.8,1,24,6.6,0,0.0,365,49.9,27,2021,30,23,365,7,19,26.45,19
5203,Justin Haley,26,19,35,27,-10,49,59,0,0.0,3,0,0.0,0,0.0,364,44.7,27,2021,20,25,364,-5,17,13.35,27
5204,B.J. McLeod,30,3,35,29,-15,58,73,5,8.6,0,6,1.7,0,0.0,359,40.2,27,2021,27,27,359,0,15,15.0,24
5205,Joey Gase,32,1,37,32,3,27,24,0,0.0,0,4,1.1,1,0.3,357,31.5,27,2021,35,29,357,6,13,19.25,21
5206,Chase Elliott,10,2,34,12,11,115,104,46,40.0,3,280,85.6,0,0.0,327,78.9,27,2021,4,31,327,-27,10,-15.65,34
5207,Cody Ware,34,8,36,33,-15,47,62,4,8.5,0,0,0.0,0,0.0,209,32.7,27,2021,33,33,209,0,8,8.0,29
5208,Kyle Busch,35,6,24,27,-6,34,40,25,73.5,1,121,96.8,0,0.0,125,54.2,27,2021,12,35,125,-23,6,-16.55,35
5209,Michael McDowell,37,6,22,35,13,17,4,11,64.7,2,22,73.3,0,0.0,30,33.2,27,2021,15,37,30,-22,4,-17.1,36
5210,Kyle Larson,1,1,24,3,2,78,76,39,50.0,86,364,99.2,156,42.5,367,135.8,27,2021,6,2,367,4,42,123.7,1
5211,"Martin Truex, Jr.",24,1,24,11,40,142,102,67,47.2,26,270,73.6,1,0.3,367,102.4,27,2021,10,4,367,6,40,57.95,5
5212,Kurt Busch,3,1,20,5,11,87,76,53,60.9,30,364,99.2,13,3.5,367,115.2,27,2021,3,6,367,-3,38,51.75,8
5213,Joey Logano,5,3,25,8,5,106,101,57,53.8,3,359,97.8,0,0.0,367,102.7,27,2021,11,8,367,3,36,40.35,12
5214,Austin Dillon,22,4,32,17,12,129,117,29,22.5,1,155,42.2,0,0.0,367,72.9,27,2021,21,10,367,11,34,45.45,10
5215,Ryan Preece,16,5,29,15,-2,129,131,43,33.3,2,161,43.9,0,0.0,367,76.8,27,2021,18,12,367,6,31,37.9,15
5216,Ryan Newman,20,3,31,17,-1,134,135,32,23.9,4,154,42.0,0,0.0,367,70.4,27,2021,19,14,367,5,29,35.8,16
5217,Aric Almirola,15,4,22,12,-12,93,105,45,48.4,4,264,72.1,0,0.0,366,79.4,27,2021,8,16,366,-8,27,20.8,20
5218,Tyler Reddick,11,3,23,10,-14,93,107,56,60.2,1,295,80.6,0,0.0,366,83.9,27,2021,7,18,366,-11,25,14.45,25
5219,Christopher Bell,4,1,24,13,4,108,104,45,41.7,19,244,66.7,10,2.7,366,79.7,27,2021,13,20,366,-7,23,27.05,18
5220,Ryan Blaney,8,1,23,10,4,81,77,48,59.3,20,279,76.2,17,4.6,366,91.1,27,2021,1,22,366,-21,20,12.25,28
5221,Anthony Alfredo,29,11,34,28,-8,72,80,2,2.8,1,1,0.3,0,0.0,364,41.6,27,2021,32,24,364,8,18,26.45,19
5222,Alex Bowman,25,1,36,26,6,84,78,6,7.1,3,17,4.7,0,0.0,363,47.2,27,2021,5,26,363,-21,16,-3.65,32
5223,Josh Bilicki,31,1,36,30,2,60,58,6,10.0,0,7,1.9,0,0.0,359,36.2,27,2021,28,28,359,0,14,14.0,26
5224,Quin Houff,33,11,37,33,-1,20,21,0,0.0,0,1,0.3,0,0.0,355,30.2,27,2021,37,30,355,7,12,19.0,22
5225,Erik Jones,27,1,35,28,-21,58,79,1,1.7,0,5,1.9,2,0.8,264,44.8,27,2021,22,32,264,-10,9,-0.5,31
5226,William Byron,7,6,36,25,28,101,73,19,18.8,3,82,41.2,0,0.0,199,61.8,27,2021,14,34,199,-20,7,-11.65,33
5227,James Davison,36,26,36,36,-7,2,9,0,0.0,0,0,0.0,0,0.0,50,24.7,27,2021,36,36,50,0,5,5.0,30
5228,"Martin Truex, Jr.",3,1,37,7,-11,88,99,48,54.5,43,353,88.2,80,20.0,400,125.5,28,2021,3,1,400,2,45,86.35,2
5229,Christopher Bell,8,1,19,8,5,87,82,59,67.8,74,389,97.2,10,2.5,400,108.9,28,2021,10,3,400,7,41,83.8,3
5230,Joey Logano,4,2,21,5,2,69,67,49,71.0,8,396,99.0,0,0.0,400,112.7,28,2021,6,5,400,1,39,43.6,8
5231,Ross Chastain,5,1,17,7,15,89,74,71,79.8,12,399,99.8,4,1.0,400,102.4,28,2021,17,7,400,10,37,53.4,6
5232,Kyle Busch,2,1,32,7,21,90,69,51,56.7,15,363,90.8,39,9.8,400,105.5,28,2021,15,9,400,6,35,57.5,5
5233,Austin Dillon,14,5,28,13,2,83,81,37,44.6,6,371,93.0,0,0.0,399,78.8,28,2021,19,11,399,8,32,42.7,9
5234,Brad Keselowski,10,3,17,9,-9,60,69,45,75.0,1,399,100.0,0,0.0,399,85.4,28,2021,7,13,399,-6,30,24.45,19
5235,Tyler Reddick,16,7,28,15,1,79,78,15,19.0,5,218,54.8,0,0.0,398,79.1,28,2021,11,15,398,-4,28,26.25,18
5236,Daniel Suarez,18,14,32,20,10,100,90,3,3.0,11,46,11.6,0,0.0,398,61.7,28,2021,22,17,398,5,26,35.95,12
5237,William Byron,11,4,25,16,-8,82,90,31,37.8,3,188,47.2,0,0.0,398,68.8,28,2021,14,19,398,-5,24,20.35,22
5238,Erik Jones,23,12,31,21,1,87,86,0,0.0,1,2,0.5,0,0.0,398,61.9,28,2021,31,21,398,10,21,31.45,16
5239,"Ricky Stenhouse, Jr.",21,3,26,19,-2,109,111,12,11.0,5,17,4.3,0,0.0,397,64.6,28,2021,23,23,397,0,19,21.25,21
5240,Ryan Preece,25,17,31,25,10,90,80,0,0.0,0,0,0.0,0,0.0,396,49.7,28,2021,20,25,396,-5,17,12.0,28
5241,Justin Haley,30,18,33,28,-13,70,83,0,0.0,0,0,0.0,0,0.0,396,41.5,28,2021,29,27,396,2,15,17.0,24
5242,Corey LaJoie,27,4,31,25,-16,81,97,5,6.2,1,5,1.3,0,0.0,395,50.4,28,2021,25,29,395,-4,13,9.45,30
5243,Garrett Smithley,33,30,37,33,4,28,24,0,0.0,0,0,0.0,0,0.0,389,30.5,28,2021,36,31,389,5,10,15.0,25
5244,Joey Gase,36,33,37,35,-4,20,24,0,0.0,0,0,0.0,0,0.0,387,27.2,28,2021,34,33,387,1,8,9.0,31
5245,Quin Houff,34,30,37,35,0,21,21,0,0.0,0,0,0.0,0,0.0,386,28.5,28,2021,35,35,386,0,6,6.0,32
5246,Kurt Busch,37,1,4,33,0,3,3,3,100.0,2,40,100.0,4,10.0,40,40.4,28,2021,4,37,40,-33,4,-27.1,36
5247,Denny Hamlin,1,1,23,2,1,65,64,35,53.8,72,399,99.8,197,49.2,400,138.9,28,2021,2,2,400,0,42,123.65,1
5248,Chase Elliott,15,1,17,6,4,73,69,54,74.0,30,396,99.0,58,14.5,400,117.6,28,2021,13,4,400,9,40,77.0,4
5249,Kyle Larson,7,1,35,8,26,96,70,60,62.5,33,367,91.8,8,2.0,400,100.2,28,2021,1,6,400,-5,38,49.85,7
5250,Kevin Harvick,9,3,23,9,-7,73,80,41,56.2,5,391,97.8,0,0.0,400,93.6,28,2021,5,8,400,-3,36,35.25,13
5251,Ryan Blaney,13,2,15,9,-6,70,76,49,70.0,3,400,100.3,0,0.0,399,87.5,28,2021,8,10,399,-2,34,33.35,14
5252,Alex Bowman,12,6,19,12,-8,68,76,47,69.1,3,398,99.7,0,0.0,399,82.3,28,2021,12,12,399,0,31,32.35,15
5253,Aric Almirola,6,6,23,11,-10,83,93,48,57.8,5,344,86.2,0,0.0,399,84.9,28,2021,9,14,399,-5,29,26.25,18
5254,Chase Briscoe,17,7,29,19,-3,96,99,8,8.3,1,25,6.3,0,0.0,398,64.9,28,2021,26,16,398,10,27,37.45,11
5255,Matt DiBenedetto,24,1,30,19,23,131,108,27,20.6,10,64,16.1,0,0.0,398,68.6,28,2021,28,18,398,10,25,39.5,10
5256,Ryan Newman,22,13,30,21,-7,90,97,3,3.3,0,10,2.5,0,0.0,398,60.0,28,2021,24,20,398,4,23,27.0,17
5257,Cole Custer,20,7,36,23,12,132,120,9,6.8,8,10,2.5,0,0.0,397,49.9,28,2021,21,22,397,-1,20,22.6,20
5258,Chris Buescher,26,11,31,26,-16,90,106,2,2.2,1,1,0.3,0,0.0,396,46.9,28,2021,18,24,396,-6,18,12.45,27
5259,Anthony Alfredo,29,5,32,28,-5,91,96,3,3.3,0,2,0.5,0,0.0,396,41.3,28,2021,30,26,396,4,16,20.0,23
5260,Michael McDowell,28,12,31,25,-12,80,92,3,3.8,3,4,1.0,0,0.0,395,56.6,28,2021,16,28,395,-12,14,3.35,34
5261,B.J. McLeod,31,10,35,30,-4,60,64,2,3.3,0,0,0.0,0,0.0,393,37.0,28,2021,32,30,393,2,12,14.0,26
5262,Bubba Wallace,19,9,32,26,21,91,70,3,3.3,3,1,0.3,0,0.0,388,41.6,28,2021,27,32,388,-5,9,5.35,33
5263,J.J. Yeley,32,1,37,32,-9,32,41,0,0.0,0,2,0.5,0,0.0,386,29.7,28,2021,37,34,386,3,7,10.0,29
5264,Josh Bilicki,35,28,36,35,-8,11,19,0,0.0,0,0,0.0,0,0.0,385,28.3,28,2021,33,36,385,-3,5,2.0,35
5265,Kyle Larson,1,1,14,3,9,31,22,30,96.8,97,500,100.0,175,35.0,500,141.2,29,2021,5,1,500,4,45,136.4,1
5266,William Byron,4,2,18,8,21,72,51,72,100.0,19,500,100.0,0,0.0,500,104.8,29,2021,14,3,500,11,41,60.55,5
5267,Alex Bowman,15,4,19,10,0,40,40,39,97.5,14,442,88.4,0,0.0,500,93.2,29,2021,11,5,500,6,39,51.3,8
5268,"Martin Truex, Jr.",16,1,16,10,-32,41,73,41,100.0,24,482,96.4,5,1.0,500,93.1,29,2021,1,7,500,-6,37,43.05,11
5269,Denny Hamlin,2,1,22,5,27,44,17,33,75.0,50,440,88.0,65,13.0,500,113.9,29,2021,2,9,500,-7,35,66.75,4
5270,Joey Logano,12,3,25,13,1,85,84,61,71.8,2,333,66.6,0,0.0,500,83.4,29,2021,3,11,500,-8,32,24.9,19
5271,Chase Briscoe,20,4,24,16,-9,65,74,21,32.3,2,155,31.0,0,0.0,500,75.9,29,2021,20,13,500,7,30,37.9,13
5272,Austin Dillon,17,8,22,16,1,58,57,26,44.8,1,252,50.4,0,0.0,500,76.4,29,2021,18,15,500,3,28,31.45,17
5273,Ryan Preece,18,5,30,21,-2,86,88,10,11.6,2,44,8.8,0,0.0,500,61.3,29,2021,27,17,500,10,26,36.9,14
5274,Kurt Busch,21,14,26,21,-8,49,57,0,0.0,0,0,0.0,0,0.0,500,60.7,29,2021,15,19,500,-4,24,20.0,23
5275,Kyle Busch,10,3,26,9,-9,57,66,49,86.0,13,448,89.8,0,0.0,499,87.2,29,2021,9,21,499,-12,21,14.85,28
5276,Chris Buescher,24,9,30,25,-6,61,67,0,0.0,1,1,0.2,0,0.0,498,49.2,29,2021,25,23,498,2,19,21.45,21
5277,Chase Elliott,5,1,26,7,1,59,58,45,76.3,34,418,84.1,129,26.0,497,99.7,29,2021,4,25,497,-21,17,43.55,10
5278,J.J. Yeley,26,10,36,28,3,21,18,0,0.0,0,1,0.2,0,0.0,495,44.7,29,2021,35,27,495,8,15,23.0,20
5279,Christopher Bell,8,1,29,9,-20,58,78,57,98.3,10,461,93.5,0,0.0,493,80.4,29,2021,6,29,493,-23,13,-5.5,35
5280,Josh Bilicki,32,30,36,33,-4,9,13,0,0.0,0,0,0.0,0,0.0,482,31.8,29,2021,33,31,482,2,10,12.0,29
5281,James Davison,34,33,38,36,2,3,1,0,0.0,0,0,0.0,0,0.0,474,27.5,29,2021,37,33,474,4,8,12.0,29
5282,Anthony Alfredo,35,27,37,34,-3,11,14,0,0.0,0,0,0.0,0,0.0,313,33.0,29,2021,30,35,313,-5,6,1.0,32
5283,B.J. McLeod,37,29,32,34,-2,19,21,0,0.0,0,0,0.0,0,0.0,215,31.7,29,2021,32,37,215,-5,4,-1.0,33
5284,Kevin Harvick,6,1,14,4,1,31,30,31,100.0,60,500,100.0,71,14.2,500,123.2,29,2021,8,2,500,6,42,92.75,2
5285,Ryan Blaney,7,1,15,5,20,58,38,58,100.0,34,500,100.0,45,9.0,500,116.6,29,2021,7,4,500,3,40,69.55,3
5286,Brad Keselowski,3,1,17,7,8,57,49,56,98.2,28,497,99.4,10,2.0,500,104.7,29,2021,10,6,500,4,38,57.1,6
5287,Erik Jones,13,2,22,14,5,83,78,48,57.8,13,315,63.0,0,0.0,500,86.4,29,2021,22,8,500,14,36,55.85,7
5288,Matt DiBenedetto,19,5,23,17,-4,88,92,25,28.4,4,146,29.2,0,0.0,500,76.5,29,2021,19,10,500,9,34,44.8,9
5289,Tyler Reddick,9,5,27,16,10,71,61,33,46.5,3,250,50.0,0,0.0,500,79.1,29,2021,13,12,500,1,31,33.35,15
5290,Ross Chastain,22,11,23,19,-2,81,83,13,16.0,2,37,7.4,0,0.0,500,69.3,29,2021,17,14,500,3,29,32.9,16
5291,Bubba Wallace,11,4,28,18,1,66,65,35,53.0,3,246,49.2,0,0.0,500,65.8,29,2021,28,16,500,12,27,40.35,12
5292,Aric Almirola,23,3,27,14,-11,66,77,26,39.4,1,332,66.4,0,0.0,500,77.7,29,2021,12,18,500,-6,25,19.45,24
5293,"Ricky Stenhouse, Jr.",14,7,26,18,14,80,66,32,40.0,1,165,33.1,0,0.0,499,66.4,29,2021,23,20,499,3,23,26.45,18
5294,Daniel Suarez,27,21,30,26,9,46,37,0,0.0,0,0,0.0,0,0.0,498,52.0,29,2021,21,22,498,-1,20,19.0,25
5295,Michael McDowell,25,14,26,22,-8,49,57,3,6.1,2,35,7.0,0,0.0,498,56.4,29,2021,16,24,498,-8,18,10.9,30
5296,Corey LaJoie,28,26,32,28,2,16,14,0,0.0,0,0,0.0,0,0.0,497,44.7,29,2021,31,26,497,5,16,21.0,22
5297,Cole Custer,30,23,35,28,0,13,13,0,0.0,0,0,0.0,0,0.0,494,50.7,29,2021,26,28,494,-2,14,12.0,29
5298,Garrett Smithley,31,30,36,32,-3,9,12,0,0.0,0,0,0.0,0,0.0,487,36.5,29,2021,36,30,487,6,12,18.0,26
5299,David Starr,33,32,38,34,-1,1,2,0,0.0,0,0,0.0,0,0.0,482,29.8,29,2021,38,32,482,6,9,15.0,27
5300,Quin Houff,29,29,36,32,-1,4,5,0,0.0,0,0,0.0,0,0.0,375,36.0,29,2021,34,34,375,0,7,7.0,31
5301,Justin Haley,36,29,35,34,0,15,15,0,0.0,0,0,0.0,0,0.0,216,29.5,29,2021,29,36,216,-7,5,-2.0,34
5302,Ryan Newman,38,21,38,33,-8,7,15,0,0.0,0,0,0.0,0,0.0,177,39.3,29,2021,24,38,177,-14,3,-11.0,36
5303,Denny Hamlin,2,1,19,2,9,46,37,43,93.5,32,265,99.3,137,51.3,267,140.4,30,2021,6,1,267,5,45,98.65,1
5304,Kyle Busch,3,1,19,4,15,77,62,66,85.7,31,261,97.8,2,0.7,267,118.5,30,2021,10,3,267,7,41,62.45,4
5305,Ryan Blaney,4,1,22,7,-4,69,73,47,68.1,12,246,92.1,8,3.0,267,109.3,30,2021,2,5,267,-3,39,43.4,7
5306,Brad Keselowski,12,1,21,10,3,78,75,59,75.6,6,254,95.1,4,1.5,267,92.5,30,2021,8,7,267,1,37,41.7,8
5307,Kevin Harvick,11,3,20,9,-2,76,78,66,86.8,3,261,97.8,0,0.0,267,95.1,30,2021,5,9,267,-4,35,32.35,14
5308,Joey Logano,10,3,32,12,15,82,67,56,68.3,1,217,81.3,0,0.0,267,83.2,30,2021,9,11,267,-2,32,30.45,17
5309,Austin Dillon,14,1,23,13,5,74,69,51,68.9,5,198,74.4,7,2.6,266,78.9,30,2021,15,13,266,2,30,36.0,11
5310,Daniel Suarez,19,8,33,20,4,86,82,26,30.2,1,88,33.1,0,0.0,266,62.6,30,2021,26,15,266,11,28,39.45,10
5311,"Ricky Stenhouse, Jr.",23,4,31,21,5,77,72,10,13.0,1,16,6.0,0,0.0,266,60.1,30,2021,22,17,266,5,26,31.45,16
5312,Aric Almirola,16,8,34,20,8,74,66,7,9.5,0,39,14.7,0,0.0,266,60.5,30,2021,17,19,266,-2,24,22.0,19
5313,Michael McDowell,22,7,29,21,-8,61,69,6,9.8,3,14,5.3,0,0.0,266,54.4,30,2021,23,21,266,2,21,24.35,18
5314,Ross Chastain,21,11,29,21,4,78,74,16,20.5,3,13,4.9,0,0.0,265,63.4,30,2021,18,23,265,-5,19,15.35,23
5315,Chris Buescher,13,12,32,23,-14,95,109,19,20.0,6,47,17.7,0,0.0,265,55.6,30,2021,25,25,265,0,17,19.7,22
5316,Anthony Alfredo,30,22,32,28,1,57,56,0,0.0,1,0,0.0,0,0.0,265,46.7,30,2021,32,27,265,5,15,20.45,21
5317,Cole Custer,27,16,30,27,-12,51,63,0,0.0,2,0,0.0,0,0.0,265,42.1,30,2021,28,29,265,-1,13,12.9,25
5318,Cody Ware,31,6,36,31,-2,10,12,0,0.0,0,2,0.8,0,0.0,260,37.5,30,2021,35,31,260,4,10,14.0,24
5319,B.J. McLeod,33,4,34,33,-2,6,8,0,0.0,0,1,0.4,0,0.0,257,34.2,30,2021,34,33,257,1,8,9.0,28
5320,Garrett Smithley,35,29,35,35,-7,6,13,0,0.0,0,0,0.0,0,0.0,254,31.0,30,2021,30,35,254,-5,6,1.0,33
5321,Joey Gase,37,37,38,37,0,1,1,0,0.0,0,0,0.0,0,0.0,84,24.3,30,2021,37,37,84,0,4,4.0,31
5322,Chase Elliott,25,1,25,7,-4,76,80,54,71.1,29,240,89.9,1,0.4,267,119.1,30,2021,11,2,267,9,42,64.3,3
5323,"Martin Truex, Jr.",8,1,25,9,20,83,63,53,63.9,3,240,89.9,1,0.4,267,99.1,30,2021,4,4,267,0,40,41.6,9
5324,Tyler Reddick,5,1,14,6,6,56,50,51,91.1,20,267,100.0,5,1.9,267,104.7,30,2021,13,6,267,7,38,55.25,5
5325,Kurt Busch,9,2,32,12,18,86,68,51,59.3,1,190,71.2,0,0.0,267,85.4,30,2021,20,8,267,12,36,48.45,6
5326,Kyle Larson,1,1,21,7,-8,79,87,63,79.7,43,231,86.5,95,35.6,267,113.4,30,2021,1,10,267,-9,34,68.1,2
5327,Matt DiBenedetto,7,3,24,11,-4,81,85,48,59.3,3,203,76.0,0,0.0,267,88.4,30,2021,14,12,267,2,31,34.35,13
5328,Chase Briscoe,18,5,25,16,2,73,71,33,45.2,1,137,51.5,0,0.0,266,74.7,30,2021,19,14,266,5,29,34.45,12
5329,Bubba Wallace,15,8,25,17,-9,77,86,24,31.2,0,75,28.2,0,0.0,266,68.5,30,2021,21,16,266,5,27,32.0,15
5330,William Byron,24,1,31,11,15,126,111,66,52.4,21,175,65.8,7,2.6,266,99.0,30,2021,3,18,266,-15,25,21.2,20
5331,Ryan Newman,17,12,29,20,1,55,54,9,16.4,0,15,5.6,0,0.0,266,61.7,30,2021,29,20,266,9,23,32.0,15
5332,Alex Bowman,6,3,29,14,-22,91,113,52,57.1,6,170,64.2,0,0.0,265,77.9,30,2021,7,22,265,-15,20,7.7,29
5333,Christopher Bell,26,5,33,23,8,81,73,23,28.4,3,40,15.1,0,0.0,265,63.1,30,2021,12,24,265,-12,18,7.35,30
5334,Erik Jones,20,5,30,20,-17,79,96,35,44.3,3,99,37.4,0,0.0,265,66.7,30,2021,16,26,265,-10,16,7.35,30
5335,Ryan Preece,28,18,31,26,-9,55,64,0,0.0,0,0,0.0,0,0.0,265,46.8,30,2021,24,28,265,-4,14,10.0,26
5336,Corey LaJoie,29,25,32,29,-5,41,46,0,0.0,1,0,0.0,0,0.0,264,43.2,30,2021,27,30,264,-3,12,9.45,27
5337,Justin Haley,32,9,33,32,-1,10,11,0,0.0,0,1,0.4,0,0.0,260,38.5,30,2021,33,32,260,1,9,10.0,26
5338,Quin Houff,36,34,36,35,-2,4,6,0,0.0,0,0,0.0,0,0.0,255,29.8,30,2021,36,34,255,2,7,9.0,28
5339,Josh Bilicki,34,31,36,35,-7,5,12,0,0.0,0,0,0.0,0,0.0,252,28.7,30,2021,31,36,252,-5,5,0.0,34
5340,J.J. Yeley,38,37,38,38,-1,2,3,0,0.0,0,0,0.0,0,0.0,76,24.2,30,2021,38,38,76,0,3,3.0,32
5341,Bubba Wallace,13,1,28,15,14,325,311,126,38.8,2,56,47.9,5,4.3,117,104.7,31,2021,19,1,117,18,45,65.15,1
5342,Joey Logano,2,1,22,6,11,221,210,192,86.9,1,112,95.7,9,7.7,117,108.9,31,2021,8,3,117,5,41,48.7,8
5343,Christopher Bell,15,1,27,11,-18,281,299,138,49.1,2,75,64.1,12,10.3,117,104.0,31,2021,12,5,117,7,39,49.9,7
5344,Denny Hamlin,23,1,38,13,-14,227,241,158,69.6,4,71,60.7,6,5.1,117,90.9,31,2021,1,7,117,-6,37,34.3,15
5345,Erik Jones,20,1,34,15,12,329,317,166,50.5,1,63,53.8,0,0.0,117,90.4,31,2021,26,9,117,17,35,52.45,5
5346,Austin Dillon,28,1,37,18,-8,312,320,175,56.1,0,53,45.3,0,0.0,117,75.3,31,2021,16,11,117,5,32,37.0,13
5347,Cole Custer,19,1,34,15,22,312,290,147,47.1,2,62,53.0,7,6.0,117,94.0,31,2021,28,13,117,15,30,47.65,9
5348,Ryan Blaney,5,1,24,10,-22,227,249,148,65.2,0,93,79.5,0,0.0,117,94.8,31,2021,4,15,117,-11,28,17.0,25
5349,Michael McDowell,35,4,40,25,30,259,229,65,25.1,5,21,17.9,0,0.0,117,57.4,31,2021,22,17,117,5,26,33.25,17
5350,Quin Houff,18,3,38,25,35,206,171,1,0.5,2,2,1.7,0,0.0,117,69.4,31,2021,35,19,117,16,24,40.9,12
5351,Ryan Newman,31,6,40,29,-11,82,93,0,0.0,1,6,5.1,0,0.0,117,46.5,31,2021,25,21,117,4,21,25.45,22
5352,Daniel Suarez,26,3,37,30,-23,79,102,5,6.3,2,5,4.3,0,0.0,117,45.3,31,2021,18,23,117,-5,19,14.9,26
5353,Joey Gase,29,8,40,29,-22,58,80,0,0.0,1,8,6.8,0,0.0,117,39.1,31,2021,36,25,117,11,17,28.45,20
5354,Kyle Busch,16,1,34,17,-46,250,296,138,55.2,1,63,53.8,4,3.4,117,65.7,31,2021,2,27,117,-25,15,-8.55,34
5355,Garrett Smithley,38,2,40,35,-14,27,41,0,0.0,0,2,1.7,0,0.0,117,31.3,31,2021,37,29,117,8,13,21.0,23
5356,Josh Bilicki,36,1,40,34,-21,47,68,0,0.0,0,1,0.9,0,0.0,117,32.0,31,2021,34,31,117,3,10,13.0,27
5357,Ross Chastain,9,1,36,21,23,281,258,95,33.8,5,41,35.3,0,0.0,116,63.4,31,2021,23,33,116,-10,8,0.25,32
5358,Matt DiBenedetto,25,1,36,26,-20,152,172,62,40.8,1,20,17.4,2,1.7,115,46.8,31,2021,15,35,115,-20,6,-13.05,35
5359,Kyle Larson,34,1,39,27,-3,188,191,82,43.6,3,28,24.8,3,2.7,113,60.8,31,2021,5,37,113,-32,4,-25.9,39
5360,Tyler Reddick,6,1,35,19,6,254,248,129,50.8,2,59,60.8,2,2.1,97,58.1,31,2021,13,39,97,-26,2,-22.6,37
5361,Brad Keselowski,3,1,20,6,7,229,222,216,94.3,1,115,98.3,13,11.1,117,112.5,31,2021,7,2,117,5,42,50.7,6
5362,Kurt Busch,10,1,36,14,-1,283,284,165,58.3,8,73,62.4,9,7.7,117,104.6,31,2021,14,4,117,10,40,55.85,3
5363,Chris Buescher,1,1,30,10,17,297,280,186,62.6,1,93,79.5,7,6.0,117,103.9,31,2021,24,6,117,18,38,58.2,2
5364,Kevin Harvick,4,1,31,6,24,212,188,172,81.1,0,109,93.2,16,13.7,117,116.1,31,2021,9,8,117,1,36,41.0,11
5365,Anthony Alfredo,30,1,37,19,44,335,291,100,29.9,2,40,34.2,1,0.9,117,73.9,31,2021,30,10,117,20,34,55.15,4
5366,"Martin Truex, Jr.",17,1,32,14,-17,319,336,160,50.2,2,63,53.8,2,1.7,117,84.5,31,2021,6,12,117,-6,31,26.4,21
5367,Chase Briscoe,39,1,39,27,22,276,254,59,21.4,2,14,12.0,0,0.0,117,58.1,31,2021,17,14,117,3,29,32.9,18
5368,"Ricky Stenhouse, Jr.",11,1,36,17,41,368,327,140,38.0,5,51,43.6,10,8.5,117,74.9,31,2021,21,16,117,5,27,36.75,14
5369,Chase Elliott,7,1,27,11,8,309,301,203,65.7,0,89,76.1,0,0.0,117,89.2,31,2021,3,18,117,-15,25,10.0,30
5370,Justin Haley,21,1,38,20,-39,221,260,66,29.9,4,31,26.5,4,3.4,117,64.3,31,2021,38,20,117,18,23,43.8,10
5371,Corey LaJoie,14,1,37,23,-13,253,266,48,19.0,5,28,23.9,0,0.0,117,58.6,31,2021,29,22,117,7,20,29.25,19
5372,Landon Cassill,24,3,40,27,-20,122,142,1,0.8,0,0,0.0,0,0.0,117,48.8,31,2021,40,24,117,16,18,34.0,16
5373,Aric Almirola,22,2,36,24,-33,141,174,42,29.8,4,16,13.7,0,0.0,117,52.2,31,2021,20,26,117,-6,16,11.8,29
5374,Cody Ware,27,1,38,27,-10,124,134,10,8.1,1,15,12.8,4,3.4,117,44.4,31,2021,31,28,117,3,14,18.45,24
